ID,직종,세부직종,직무태그,근무경력,근무형태,근무지역,출신대학,대학전공,어학시험,자격증,대학성적
SID738512,영업·판매·TM,영업관리·영업지원,"InsideSales,영어,실적관리,Order",0개월,정규직,"서울,경기,경기",서울여자대학교,영어영문학과, ,有,80.0
SID738565,영업·판매·TM,영업·영업기획,"거래처관리,대리점관리,매출관리,영업관리,영업기획,기술영업,영업기획,거래선개발,거래처관리,고객관리,국내영업",10년 3개월,정규직,"서울,부산,광주",동아대학교,신문방송,TOEIC,無,80.0
SID738651,경영·기획·회계·사무,경영·기획·전략,"경영,경영관리,경영,경영지원,문서작성,문서수발,사무,사무행정,영업지원,일반사무,인사,인사관리,인사통합개발,인재,무역,무역사무,국제무역사,인사담당,무역실무,물류관리",3년 7개월,정규직,"서울,,",한성대학교,무역학과,TOEIC,有,60.0
SID738722,경영·기획·회계·사무,경영·기획·전략,"인사관리,인사총무,경영관리,일반사무,파워포인트,경영지원,구매,기획,엑셀",1년 8개월,정규직,"서울,경기,경기",수원대학교,언론정보학과,TOEIC,有,80.0
SID738757,재료·화학·섬유·의복,섬유·의복,"물류센터,물류,물류관리,물류기획,상품입출고,부자재,상품입출고,자재,자재관리,자재입출고,SCM,재고관리,창고관리,물류,물류관리,물류기획,배송,배차,상품입출고",2년 8개월,정규직,"경기,전북,서울",전주대학교,물류 유통,,有,70.0
SID738834,디자인,의류·패션·잡화디자인,"여성복디자인,우븐디자인,패션디자인",2년 1개월,정규직,"서울,해외,미국",세종대학교,분자생물학,,無,70.0
SID738874,경영·기획·회계·사무,경영·기획·전략,"무역영어,일본무역,무역실무,무역사무,운송,무역영어,일본무역,해외구매,해외시장개척,일본어,바이어관리,물류,유통,일본어",1년 4개월,"정규직, 해외취업","부산,서울,일본",동의대학교,무역학과 졸업,JLPT,有,60.0
SID738899,재료·화학·섬유·의복,섬유·의복,인테리어,6년 9개월,정규직,"서울,서울,서울",동아대학교,산업디자인(시각디자인),,有,80.0
SID738937,재료·화학·섬유·의복,섬유·의복,섬유무역 머천다이저,23년 0개월,정규직,"서울,,",동아대학교,회계학과, ,無,90.0
SID739008,재료·화학·섬유·의복,화학·화공,"석유화학,에너지,화공,화학,영업관리,거래처관리,기술영업,기술지원",7년 4개월,정규직,"서울,경기,",성균관대학교,화학공학과,,無,70.0
SID739156,디자인,의류·패션·잡화디자인,"부동산,부동산자산관리,쇼핑몰,매장관리,쇼핑몰운영관리",2년 2개월,정규직,"서울,경기,",협성대학교,지역개발학,,有,80.0
SID739178,재료·화학·섬유·의복,섬유·의복,여성복 디자인,19년 0개월,정규직,"서울,,",성균관대학교,의상학과,,無,80.0
SID739194,IT·게임,웹기획·웹마케팅·PM,"건설,웹프로그래머,Java,jsp,asp,SQL,VISUALC,전산기획,PM,모델링,IT컨설팅,데이터베이스",14년 0개월,"정규직, ","경기,서울,경기",동아대학교,전자공학과, ,有,60.0
SID7392,경영·기획·회계·사무,광고·홍보,"홍보,카피 작성",0개월,,"서울,서울,서울",이화여자대학교,국어국문학,TOEIC,無,
SID739213,재료·화학·섬유·의복,섬유·의복,의류,16년 0개월,정규직,"서울,경기,경기",중앙대학교,경영학,,無,70.0
SID739240,IT·게임,"응용프로그래머(Unix,Linux,Java)","MFC,C,C++,JAVA",0개월,정규직,"서울,제주,경기",제주대학교,토목환경공학,,無,70.0
SID739345,영업·판매·TM,영업·영업기획,"영업기획,기술영업,기술영업,거래처관리,영업지원",8년 10개월,정규직,"서울,경기,경기",제주대학교,에너지(구 원자력공학), ,有,60.0
SID73938,디자인,의류·패션·잡화디자인,패션,0개월,,"서울,서울,서울",한성대학교,의류직물,,無,
SID739436,IT·게임,웹프로그래머,"웹프로그래머,Java,php,SQL,jsp,AJAX,xml,C,JAVA,ORACLE,Embedded,VISUALC++,JSP,유비쿼터스,WCDMA,시스템프로그래머,모바일,GSM,BREW,WIPI",0개월,정규직,"서울,경기,전북",전주대학교,정보통신,,無,80.0
SID739482,디자인,출판·편집디자인,"맥디자인,북디자인,잡지편지,출판편집,카탈로그편집,편집디자인,MAC,QuarkXpress",9년 3개월,정규직,"서울,서울,서울",동덕여자대학교,생활미술학,,無,80.0
SID739522,IT·게임,"응용프로그래머(Unix,Linux,Java)","MFC,C,C++,VISUALC++,ActiveX,C,unix,UnixC,linux",8년 9개월,정규직,"서울,경기,경기",경기대학교,전자공학과,TOEIC,有,50.0
SID739636,경영·기획·회계·사무,경영·기획·전략,"경영기획,내부감사,물류관리,발주,부자재,상품입출고,자재입출고,자재관리,자재통합,재고관리,물류관리",2년 2개월,정규직,"서울,서울,서울",선문대학교,사학과,,無,80.0
SID739658,경영·기획·회계·사무,구매·자재사무,"기계,전기,전자,자재관리,생산관리",0개월,정규직,"중국,서울,경기",호원대학교,기계공학과, ,有,80.0
SID739680,IT·게임,"응용프로그래머(Unix,Linux,Java)","COS,스마트카드,USIM,JAVA,VISUALC,시스템프로그래머,SKVM,IC카드,임베디드,정보통신,모바일,전산직,JSP,Embedded,VISUALC++,Embedded",8년 7개월,정규직,"서울,경기,인천",성결대학교,컴퓨터공학과,,有,90.0
SID739720,경영·기획·회계·사무,경영·기획·전략,"··리포터,방송인,아나운서,앵커,잡지기자,사보제작,언론홍보,홍보,PR,교육담당,인사총무,인재관리,인사관리,목표관리,경영,경영지원,교육훈련,조직관리,성우·더빙,아나운서",2년 0개월,정규직,"경기,해외,서울",협성대학교,지역개발학,TOEIC,有,90.0
SID739734,경영·기획·회계·사무,인사·노무·교육·인재개발,"교육담당,교육훈련,교육행정,교재제작,교직원,임원비서",4년 8개월,정규직,"서울,경기,",동덕여자대학교,국제경영학과, ,有,80.0
SID739845,경영·기획·회계·사무,경영·기획·전략,"기획,교육상담",10년 0개월,정규직,"서울,,",성신여자대학교,중어중문,,無,110.0
SID739846,경영·기획·회계·사무,경영·기획·전략,"경영기획,기획전략,마케팅,마케팅기획,무역,바이어발굴,바이어관리,수출,중국무역,해외영업",2년 8개월,정규직,"서울,,",상지대학교,회계정보학과,HSK,有,50.0
SID739864,IT·게임,"응용프로그래머(Unix,Linux,Java)","PowerBuilder,PRO*C,IT컨설팅,ERP,모델링",12년 7개월,"정규직, 계약직","서울,서울,서울",상지대학교,전자계산학, ,無,60.0
SID739997,영업·판매·TM,기술영업,"기술지원,R&D,기술개발",16년 1개월,정규직,"경기,중국,해외",성균관대학교,기계공학과,TOEIC,無,70.0
SID740024,IT·게임,서버·네트워크·보안,"PC수리,네트워크관리,네트워크구축,업무보조,엑셀,워드,전산,OA,홈페이지관리,Windows2000,전산직",7년 3개월,"정규직, 계약직","경기,서울,인천",동서대학교,컴퓨터 공학과 졸업,,有,90.0
SID740045,영업·판매·TM,해외영업,"해외영업,일본어",9년 1개월,정규직,"경기,서울,해외",세명대학교,전자계산학과,TOEIC,有,70.0
SID740075,경영·기획·회계·사무,인사·노무·교육·인재개발,"운영,게임마스터,QA,국어,논술,HR,인사,인재교육",1년 3개월,"정규직, 계약직","서울,경기,경기",중앙대학교,국어국문학,TOEIC,無,70.0
SID740165,건설·기계·전기·전자,반도체·디스플레이·광학,"POWER관련반도체소자영업,반도체,거래처관리,영업관리",8년 5개월,정규직,"서울,해외,",한성대학교,경제학과,IELTS,有,
SID740173,경영·기획·회계·사무,경영·기획·전략,"행정,사무,사무",0개월,정규직,"서울,서울,서울",상지대학교,영어영문학과,,無,70.0
SID740232,건설·기계·전기·전자,전기·전자·제어,"전기,전기기술,전자공학,전자통신,전기회로,전기제어,전자회로,네트워크,네트워크관리,방화벽,서버,Linux,UNIX,서버관리,네트워크관리,NETWORK,네트워크",1개월,정규직,"인천,경기,서울",상지대학교,컴퓨터전자물리학과,,有,
SID740255,문화·예술·신문·방송,신문·방송·잡지기자,"잡지기자,편집",4년 6개월,정규직,"부산,서울,일본",동아대학교,영어영문,JLPT,無,80.0
SID740304,IT·게임,웹디자인,,0개월,,"서울,,",이화여자대학교,정보디자인,,無,60.0
SID740382,경영·기획·회계·사무,마케팅·마케팅기획,"마케팅기획,브랜딩,온라인광고,홍보,PR,광고관리,광고기획,광고영업,언론홍보,마케팅,영업기획,영업관리,거래처관리,기술영업,기술지원,소프트웨어영업영업,기술영업,SI,CRM,전산직",5년 5개월,"정규직, 계약직, 인턴, ","서울,경기,기타",성공회대학교,전산정보학과,,有,40.0
SID740405,디자인,의류·패션·잡화디자인,"그래픽디자인,일러스트,도트디자인,포토샵,북디자인,아바타디자인,원화디자인,캐릭터디자인,문구디자인,제품디자인,팬시디자인",4년 0개월,"정규직, ","서울,서울,서울",한밭대학교,시각디자인학과,,有,110.0
SID740435,IT·게임,웹프로그래머,"AJAX,Java,jsp,MySQL,cgi,asp,웹프로그래머,SQL,C++,VISUALC++,C,JAVA,JSP,linux,C,JAVA,unix,시스템프로그래머,어셈블리",2년 7개월,정규직,"경기,서울,",한성대학교,컴퓨터시스템과,,無,80.0
SID740477,경영·기획·회계·사무,사무보조·OA·업무보조,"워드,엑셀,Office,업무보조,사무보조,전산회계,문서관리,OA,문서작성",1년 5개월,계약직,"부산,,",동의대학교,평생교육학과,,有,70.0
SID740489,경영·기획·회계·사무,물류·유통관리,"거래처관리,영업지원,영업관리,기술영업",3년 7개월,정규직,"경기,서울,",성결대학교,멀티미디어 정보통신공학과, ,有,70.0
SID740595,경영·기획·회계·사무,구매·자재사무,"구매,구매관리,구매자재,발주,외자구매,외주관리,자재,자재관리,자재입출고,자재통합,재고관리,MRO,SCM",6년 6개월,정규직,"서울,경기,충남",선문대학교,일본학과,JLPT,有,70.0
SID740656,경영·기획·회계·사무,무역·수출입·운송사무,"무역영어,무역,수출입,바이어발굴,해외영업,무역실무",5년 10개월,정규직,"경기,서울,인천",광주대학교,영문학과, ,有,70.0
SID740671,경영·기획·회계·사무,경영·기획·전략,"경영,비서",2년 0개월,"정규직, 파견직","부산,경남,울산",신라대학교,국제통상,,有,60.0
SID740698,IT·게임,시스템분석·설계·컨설턴트·ERP,CC인증,8년 5개월,정규직,"서울,경기,",세종대학교,가정학과,,無,
SID74073,IT·게임,웹디자인,"웹디자인 , photoshop , 웹마스터 , 영어 , 기획 , 프로젝트 메니저",0개월,,"서울,,",성균관대학교,화학공학과,,有,60.0
SID740812,건설·기계·전기·전자,전기·전자·제어,"제어계측,제어,전기제어,전장설계,장비제어",1년 0개월,정규직,"대전,충남,경기",한밭대학교,제어계측공학과,,無,80.0
SID740864,경영·기획·회계·사무,경리·회계,"부가세신고,결산,경리,급여,급여관리,세무,사무,회계,출납,더존,원가",6개월,정규직,"서울,,기타",동아대학교,경영학부,,有,80.0
SID740941,건설·기계·전기·전자,기계·기계설계·기계설비,"공작기계,기계,기계설계,기계설비,AutoCad,CAD,기구설계",4년 3개월,"정규직, 해외취업","경기,경기,전남",한국산업기술대학교,기계설계공학과, ,有,70.0
SID741,경영·기획·회계·사무,구매·자재사무,"구매,구매관리",8년 0개월,정규직,"서울,경기,중국",성균관대학교,중어중문,TOEIC,有,80.0
SID741173,경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,패션마케팅,광고,언론홍보,소재개발,의류,의복,캐주얼,우븐,원단,스포츠웨어,중국어,해외마케팅,해외지사,남성복디자인,섬유디자인,스포츠웨어디자인,쥬얼리디자인,우븐디자인,패션디자인",5년 9개월,"정규직, 계약직, 해외취업, ","서울,경기,미국",이화여자대학교,의류직물학과,TOEIC,無,80.0
SID741236,디자인,의류·패션·잡화디자인,"여성복디자인,패션디자인,우븐디자인",2년 7개월,정규직,"서울,경기,",세종대학교,패션디자인학과,,有,70.0
SID741391,재료·화학·섬유·의복,섬유·의복,샵매니저,3년 5개월,"정규직, 계약직","서울,서울,서울",호원대학교,의상디자인,,有,100.0
SID741438,경영·기획·회계·사무,생산관리·품질관리·품질보증,"구매자재,물류관리,생산관리",8년 1개월,정규직,"경기,강원,충북",성균관대학교,전자전기컴퓨터공학부, ,有,70.0
SID741652,건설·기계·전기·전자,건설·토목·건축설비,현장감리,0개월,정규직,"충남,충남,일본",선문대학교,기계공학,,無,
SID741664,경영·기획·회계·사무,물류·유통관리,"물류관리,물류,상품입출고,거래처관리,고객관리,매장관리,전산직,문서작성,엑셀,전산입력,PC수리,게임마스터,업무보조,파워포인트,홈페이지관리,일본영업,유통,유통영업,전산,광고영업",4년 8개월,정규직,"부산,경남,전국",동서대학교,메카트로닉스공,JLPT,有,70.0
SID741743,경영·기획·회계·사무,마케팅·마케팅기획,"경영지원,기획조사,CRM,마케팅,사업제휴,업무제휴,온라인마케팅,패션마케팅,CRM,사보제작,광고,광고관리,언론홍보,프로모션,홍보,PR,카피라이터,프로모션대행,기자",2년 11개월,정규직,"서울,서울,서울",중앙대학교,사진학과,,有,80.0
SID741817,경영·기획·회계·사무,무역·수출입·운송사무,"무역,무역영어,무역일반,항공운송,무역사무",0개월,정규직,"서울,인천,",성균관대학교,영어영문, ,有,80.0
SID741828,건설·기계·전기·전자,전기·전자·제어,"전기,전자통신,전자회로,기술개발,연구,R&D",8년 4개월,정규직,"서울,경기,경기",연세대학교,전자공학,,無,
SID741838,전문·교육·자격,호텔·숙박·여행,외식,11년 3개월,"정규직, 해외취업","서울,해외,",호원대학교,관광학과, ,無,80.0
SID742068,경영·기획·회계·사무,경영·기획·전략,"지원,구매,노무,인사총무,경영,CFO,재무,세무,자금,결산,외환",19년 0개월,정규직,"부산,경남,울산",동아대학교,경영학과,,無,70.0
SID742121,경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,CRM,스포츠마케팅,정보보안,SQL,데이터분석,개인정보보호,개인정보보안,정보보호,DW,PIMS",10년 0개월,정규직,"서울,경기,전북",전주대학교,경영정보학과 편입,,有,80.0
SID742182,경영·기획·회계·사무,생산관리·품질관리·품질보증,"제조업,,기계조립",8년 5개월,정규직,"경기,경기,경기",호원대학교,경영학,,有,90.0
SID742211,IT·게임,기타 IT·게임,시스템관리,2년 0개월,"정규직, 계약직","서울,,",동덕여자대학교,의상디자인과, ,有,80.0
SID742240,IT·게임,"응용프로그래머(Unix,Linux,Java)","MFC,VISUALC++",9년 0개월,정규직,"부산,서울,",동의대학교,전자공학과,,無,60.0
SID742409,경영·기획·회계·사무,경영·기획·전략,"경영분석,예산,재무,결산,원가,회계",7년 3개월,정규직,"서울,서울,",세종대학교,경제. 무역,TOEIC,有,80.0
SID742435,경영·기획·회계·사무,경영·기획·전략,"경영,경영관리,경영지원,교육기획,교육담당,기업교육,교육훈련,경리,일반사무,한글,워드,엑셀,파워포인트,Office,사무보조,사무,사무보조,일반사무",6개월,정규직,"서울,서울,경기",협성대학교,지역개발학과,,無,60.0
SID742465,경영·기획·회계·사무,인사·노무·교육·인재개발,"수출입,해외영업,인사관리,VMD,번역,영어",3년 8개월,정규직,"서울,서울,경기",중앙대학교,영어학과,TOEIC,有,80.0
SID742519,영업·판매·TM,영업·영업기획,"거래처관리,대리점관리,매장관리,매출관리,영업관리,영업기획,영업지원",14년 0개월,정규직,"서울,기타,",중앙대학교,무역, ,有,60.0
SID742583,경영·기획·회계·사무,경영·기획·전략,"상품기획,시장조사,패션MD,사무행정,영업지원,일반사무,총무,행정,교육기획,교육훈련,채용,인사총무,인사,인사관리,영업기획,거래선개발,조직관리,국내영업,매장관리,교육담당",10년 1개월,정규직,"서울,경기,제주",호원대학교,호텔관광학부,,有,70.0
SID742588,IT·게임,"응용프로그래머(Unix,Linux,Java)","JAVA,C",1년 6개월,정규직,"서울,경기,",수원대학교,컴퓨터학과,TOEIC,無,70.0
SID742647,건설·기계·전기·전자,반도체·디스플레이·광학,"화학,화공,R&D,기술개발,연구,반도체생산,디스플레이",2년 4개월,정규직,"경기,서울,경기",수원대학교,신소재(고분자)공학,,有,60.0
SID742741,경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,영업기획,거래처관리,국내영업,매장관리,유통영업,마케팅기획",3년 6개월,정규직,"서울,전국,",성균관대학교,사회학,,無,60.0
SID742790,재료·화학·섬유·의복,화학·화공,"석유화학,식품개발,식품연구,식음료,R&D,연구",1년 2개월,정규직,"서울,경기,경기",한국산업기술대학교,생명화학공학과,,有,70.0
SID742809,경영·기획·회계·사무,생산관리·품질관리·품질보증,"생산관리,기술영업",6개월,정규직,"충남,서울,경기",세종대학교,신소재공학,TOEIC,有,70.0
SID742810,재료·화학·섬유·의복,제약·의약,"수질환경,환경관리,연구,R&D,건강,의약사무,제약",1년 4개월,정규직,"서울,서울,경기",한림대학교,환경생명공학과,,有,70.0
SID74282,영업·판매·TM,해외영업,해외영업,0개월,,"서울,인천,",성균관대학교,불어불문학,,無,
SID742829,경영·기획·회계·사무,생산관리·품질관리·품질보증,"석유화학,에너지,화학,의약,의약사무,건설자재,구매,구매관리,구매자재,자재관리,외주관리,생산관리,품질관리,생산관리,QA,QC",0개월,정규직,"서울,경기,경기",중앙대학교,화학,TOEIC,有,80.0
SID742833,IT·게임,웹프로그래머,"웹프로그래머,jsp,Java,MySQL,SCJP,Servlet,EJB,SQL,xml,JAVA,EJB,C++,EJB,SI",0개월,정규직,"서울,인천,경기",동덕여자대학교,컴퓨터,,有,70.0
SID742866,영업·판매·TM,영업·영업기획,"영업기획,영업지원,금융영업,보험영업,영업관리,영업기획",0개월,정규직,"서울,경기,대전",연세대학교,천문학,,無,70.0
SID742901,디자인,의류·패션·잡화디자인,"가방디자인,잡화디자인,패션디자인,VMD",6년 8개월,정규직,"서울,,",서울여자대학교,산업디자인학과, ,無,80.0
SID742925,재료·화학·섬유·의복,화학·화공,"화학,C,Delphi,JAVA,unix,linux,VisualBasic,전산직,JSP,시스템프로그래머,전산직,파워포인트,OA,엑셀,워드,문서작성,전산,전산기획,부동산,부동산컨설팅",1년 6개월,정규직,"서울,경기,중국",세종대학교,응용화학,,無,60.0
SID743015,IT·게임,웹프로그래머,"Java,jsp,PowerBuilder,ORACLE,시스템프로그래머,데이터베이스",0개월,정규직,"서울,광주,",광주대학교,정보통신공학,,無,90.0
SID74321,IT·게임,데이터베이스 전문직,"웹프로그램,Database,SI,ERP,VB,ASP,VC++,C,C++",0개월,,"서울,경기,",한림대학교,전자공학,,無,70.0
SID743282,디자인,출판·편집디자인,"맥디자인,IBM,카탈로그편집,편집디자인",3년 0개월,정규직,"서울,경기,서울",세명대학교,시각디자인,,無,80.0
SID743315,경영·기획·회계·사무,경영·기획·전략,"경영,경영관리,기획전략,사업제휴,신규사업기획,CEO,전략,전략기획,조직관리,해외사업,해외마케팅,해외시장개척,해외영업,해외지사",12년 0개월,정규직,"중국,서울,해외",연세대학교,기계공학과,HSK,無,70.0
SID743426,재료·화학·섬유·의복,섬유·의복,"섬유,봉제,니트,우븐,의류,원단",6년 10개월,"정규직, 해외취업","서울,해외,",중앙대학교,경영학전공,TOEFL-IBT,無,70.0
SID74345,경영·기획·회계·사무,경영·기획·전략,기획,0개월,,"서울,서울,경북",한성대학교,경영,,無,60.0
SID743475,경영·기획·회계·사무,경영·기획·전략,"경영,경영관리,경영전략,경영기획,사업기획,사업기획,마케팅기획,마케팅,언론홍보,일반사무,일반관리,사무,영어,수학,과외,방과후교사,방문교사,공무원,행정,카피라이터",0개월,정규직,"서울,경기,해외",연세대학교,행정학,,無,
SID74357,IT·게임,하드웨어설계·개발·관리,"임베디드,하드웨어설계,회로설계,펌웨어,마이크로프로세서,어셉블리,PDA,PCB",4년 4개월,정규직,"경기,서울,경남",수원대학교,전자공학,,有,60.0
SID743575,경영·기획·회계·사무,생산관리·품질관리·품질보증,"생산기술,생산관리,화학,화공,석유화학,에너지,정유,수질환경,환경,환경관리,대기환경",5년 6개월,정규직,"기타,,",호원대학교,환경화공공학부,,無,70.0
SID743623,경영·기획·회계·사무,사무·총무·법무,"4대보험,관리,급여,문서작성,비품관리,사무행정,엑셀,영업지원,워드,일반사무,자산관리,자재,총무,행정,OA,노무관리,노사관리,인사총무,조직관리,물류관리",0개월,정규직,"서울,인천,경기",호원대학교,공업화학,,有,80.0
SID743653,IT·게임,웹프로그래머,"Java,jsp,AJAX,웹프로그래머,SCJP,Servlet,xml,SQL",0개월,정규직,"서울,경기,",세종대학교,디지털 콘텐츠,,無,90.0
SID743727,경영·기획·회계·사무,인사·노무·교육·인재개발,"HR,비서",8년 0개월,정규직,"서울,,",중앙대학교,영문,,無,80.0
SID743763,IT·게임,웹디자인,웹디자인,4년 6개월,정규직,"부산,서울,",동의대학교,산업디자인과,,無,50.0
SID743777,IT·게임,"응용프로그래머(Unix,Linux,Java)","시스템프로그래머,임베디드,linux,Embedded,C",0개월,정규직,"서울,전북,",군산대학교,전기전자제어,,無,80.0
SID743778,경영·기획·회계·사무,사무·총무·법무,"4대보험,경영지원,급여,복리후생,사무,대기환경,환경,자산관리사,은행,저축은행,채권,종금,복리후생,인력관리,인사관리,인사,인력개발,인사담당,인사총무",2년 2개월,정규직,"서울,서울,서울",한세대학교,시각디자인,,有,70.0
SID74381,IT·게임,웹프로그래머,"Java,Servlet ,JSP,EJB,DB,Oralce,정보처리,SCJP,MCSE,C",0개월,,"서울,,",호남대학교,생활과학과 졸업,TOEIC,有,70.0
SID744153,재료·화학·섬유·의복,섬유·의복,의류,1년 0개월,정규직,"서울,,",인천대학교,의류학과,,有,70.0
SID744157,경영·기획·회계·사무,사무·총무·법무,"구매,관리,외자구매,구매,무역,무역사무,무역실무,수출입,수출,수입",2년 0개월,정규직,"부산,경남,울산",동아대학교,일어일문,TOEIC,無,80.0
SID74418,재료·화학·섬유·의복,식품가공,식음료,0개월,,"서울,경기,인천",경기대학교,경영학과,,無,50.0
SID744193,경영·기획·회계·사무,구매·자재사무,"구매,구매관리,구매자재,발주,외자구매",6년 9개월,정규직,"서울,경기,경기",중앙대학교,경제학과,TOEIC,無,70.0
SID744318,경영·기획·회계·사무,무역·수출입·운송사무,"무역,무역사무,무역영어,국제무역사,바이어관리,수출,수입,수출입,외자구매,통관,포워딩,물류,물류관리,물류기획,무역,수출입관리,해외영업,해외마케팅,해외사업,해외시장개척",7년 10개월,정규직,"서울,경기,경기",중앙대학교,경영학,TOEIC,有,70.0
SID74435,경영·기획·회계·사무,사무·총무·법무,준비된 인재라고 생각합니다.,0개월,,"전북,서울,광주",군산대학교,정보통계,,無,60.0
SID744383,경영·기획·회계·사무,사무·총무·법무,",결산,관리,구매,급여,문서수발,문서작성,부가세,비품관리,사무,복리후생,사무행정,엑셀,영업지원,워드,일반사무,임금관리,자금,자산관리,자재",17년 0개월,정규직,"서울,인천,",동덕여자대학교,독어독문학과, ,有,110.0
SID744387,경영·기획·회계·사무,경영·기획·전략,"경영,경영관리,물류,물류관리,유통,무역,무역사무,무역실무,국제무역사,무역영어,무역일반,수출입,회계,주식,경영지원,경영,기획",0개월,정규직,"부산,경남,대구",동아대학교,무역학과,TOEIC,有,80.0
SID744438,경영·기획·회계·사무,사무·총무·법무,"기획,총무,행정,인사,인사관리,인사기획,인사담당,교육상담,교직원",9개월,정규직,"서울,,",성신여자대학교,불어불문학,TOEIC,無,90.0
SID744455,IT·게임,"응용프로그래머(Unix,Linux,Java)","UnixC,Oracle,ProC,Mysql,Altibase",0개월,정규직,"서울,경기,해외",상지대학교,전산학과,,有,80.0
SID744555,건설·기계·전기·전자,전기·전자·제어,"전기,디스플레이,LCD,LED,거래처관리,매출관리,영업관리,기술영업,무역,중국무역",7년 7개월,정규직,"경기,서울,중국",선문대학교,영어학,TOEIC,無,70.0
SID744642,영업·판매·TM,기술영업,"신발,바이어관리,바이어상담,해외영업,해외시장개척,해외사업,해외마케팅,해외지사",10년 6개월,정규직,"부산,울산,경남",동아대학교,국민윤리학과,,無,70.0
SID744649,IT·게임,웹디자인,"드림위버,포토샵,HTML,코딩",2년 0개월,정규직,"서울,,",목포대학교,정보보호,,無,80.0
SID744790,경영·기획·회계·사무,무역·수출입·운송사무,"무역사무,무역실무,무역영어,무역일반,바이어관리,선적,수입,수출,수출입,외자구매,LC,해운,통관,해상운송,항공운송,무역,운송,무역중개인",5년 6개월,정규직,"서울,경기,경기",동덕여자대학교,국제경영학과,TOEIC,有,80.0
SID744838,경영·기획·회계·사무,사무·총무·법무,"4대보험,한글,워드,파워포인트,엑셀,Office,사무보조,업무보조",1년 0개월,정규직,"서울,서울,서울",세종대학교,식품공학과,,有,70.0
SID744942,건설·기계·전기·전자,전기·전자·제어,"디스플레이,반도체,발광다이오드,반도체생산,제어,전장설계,전자공학,AutoCad",0개월,정규직,"경남,,",동아대학교,전자공학,TOEIC,有,70.0
SID745117,경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,거래처관리,대리점관리,매장관리,매출관리,영업관리,영업기획,영업지원,영업기획,거래처관리,고객관리,매장관리,쇼핑몰,화장품영업,업무제휴,홍보,이벤트,PR,홍보대행",5년 6개월,정규직,"서울,,",동아대학교,불어불문학과, ,有,70.0
SID745182,경영·기획·회계·사무,마케팅·마케팅기획,"마케팅기획,영업기획,해외마케팅,해외영업,해외지사,해외마케팅,관광,면세점,리조트,바이어상담,해외사업,해외시장개척,영업관리,마케팅,사업제휴,스포츠마케팅,거래처관리,사업기획,업무제휴,부동산컨설팅",3년 10개월,"정규직, 해외취업, 파견직","서울,미국,해외",세종대학교,호텔관광경영학과, ,有,80.0
SID745304,건설·기계·전기·전자,건설·토목·건축설비,토목설계,0개월,정규직,"강원,강원,강원",세명대학교,토목공학,,有,50.0
SID745305,경영·기획·회계·사무,인사·노무·교육·인재개발,"인사,인사총무,복리후생,결산,공시,금융,재무,재무기획,회계,AICPA,주식,주주총회,IR,총무,세무,자금,저축,은행,급여관리,경영지원",9년 3개월,정규직,"서울,,",성균관대학교,경영학과, ,有,80.0
SID745455,경영·기획·회계·사무,생산관리·품질관리·품질보증,"생산기술,생산관리",6년 10개월,정규직,"대전,충남,충북",한밭대학교,제어계측공학, ,有,70.0
SID745479,경영·기획·회계·사무,무역·수출입·운송사무,"마케팅,해외마케팅,무역,반도체,무역,수출,수입,일본어,일본영업,해외구매,해외지사,해외영업,무역영어,수출입,일본무역,디스플레이,영업기획,거래처관리,대리점관리,매장관리",1년 11개월,"정규직, ","서울,경기,서울",경기대학교,신소재공학과,TOEIC,有,70.0
SID745481,경영·기획·회계·사무,경영·기획·전략,"경영,경영기획,경영전략,경영컨설팅,기획,기획전략,내부감사,사업기획,신규사업기획,전략,전략기획,마케팅기획,브랜딩,온라인마케팅,해외마케팅,웹기획,웹서비스기획,웹프로모션,경영기획,경영컨설팅",3년 1개월,정규직,"서울,미국,캐나다",성균관대학교,경영학과, ,有,60.0
SID745520,전문·교육·자격,보건·의료,"병원코디네이터,뷰티코디네이션,제빵,푸드스타일리스트",11년 0개월,정규직,"서울,서울,경기",동덕여자대학교,컴퓨터디자인, ,有,70.0
SID74560,경영·기획·회계·사무,경영·기획·전략,"웹기획 , 사업기획 , 출판 , 인쇄 , 학원 , 에이전시 , PM",0개월,,"서울,경기,",성균관대학교,건축공학부,,無,80.0
SID745655,경영·기획·회계·사무,사무·총무·법무,"4대보험,특허출원,법률,공증,상표출원,채권관리,복리후생,문서작성,워드,일반사무,사무행정,한글,워드,엑셀,문서관리,사무보조",0개월,"정규직, 인턴","서울,서울,서울",성신여자대학교,법학과,,無,80.0
SID745860,경영·기획·회계·사무,생산관리·품질관리·품질보증,"생산관리,외주관리,구매관리,기술영업",4년 11개월,정규직,"경남,부산,",동의대학교,기계공학과,,有,70.0
SID745923,경영·기획·회계·사무,경영·기획·전략,부동산해외영업,12년 8개월,정규직,"서울,경기,경기",연세대학교,경영학과, ,無,70.0
SID746002,경영·기획·회계·사무,생산관리·품질관리·품질보증,"품질관리,생산관리,전기,기술영업",0개월,정규직,"부산,경남,대구",동아대학교,전기공학과,TOEIC,有,60.0
