직종,세부직종,직무태그,근무형태,근무지역,출신대학,대학전공,어학시험,자격증,대학성적,근무경력_y,근무경력_m,근무경력_d
경영·기획·회계·사무,사무·총무·법무,",관리,일반사무,무역,비서",정규직,"경기,서울,",성신여자대학교,불어학과,TOEIC,有,80.0,3,0,1095
경영·기획·회계·사무,광고·홍보,"홍보,PR,브랜딩",정규직,"서울,경기,서울",한림대학교,광고홍보학과,없음,無,70.0,3,2,1155
경영·기획·회계·사무,구매·자재사무,"구매,구매관리",정규직,"서울,경기,",동덕여자대학교,영문학과,없음,無,60.0,11,10,4315
경영·기획·회계·사무,사무·총무·법무,"일반사무,사무,사무행정",정규직,"서울,,",수원대학교,매체학과,TOEIC,有,90.0,6,3,2280
경영·기획·회계·사무,물류·유통관리,"유통,물류기획,물류관리,거래처관리,영업관리,영업기획,리서치,통계,SPSS,광통신,정보통신,VDSL,FTTH",정규직,"서울,경기,",상지대학교,산업학과,없음,有,80.0,4,9,1730
영업·판매·TM,영업·영업기획,"기술영업,반도체영업,기술지원,일본영업,일본어",정규직,"서울,,",수원대학교,일본학과,JLPT,有,60.0,2,2,790
경영·기획·회계·사무,경리·회계,회계,기타,"서울,서울,서울",경기대학교,회계학과,없음,有,80.0,0,0,0
경영·기획·회계·사무,사무·총무·법무,"사무행정,일반사무,중국어,인재관리","정규직, 계약직","서울,서울,서울",수원대학교,국어국문학과,HSK,無,80.0,2,0,730
IT·게임,서버·네트워크·보안,"VOIP,CCNA,네트워크,NETWORK,IT기술지원,SE",정규직,"서울,경기,",상지대학교,신학과,없음,有,80.0,1,0,365
전문·교육·자격,사서·문서관리,"도서관,문서관리,문헌정보,사서",정규직,"서울,,",상지대학교,무역학과,없음,無,70.0,4,5,1610
디자인,의류·패션·잡화디자인,"잡화디자인, 용품디자인, ACC디자인",정규직,"서울,,",이화여자대학교,유학,없음,有,70.0,9,2,3345
영업·판매·TM,영업관리·영업지원,제약,기타,"광주,전남,서울",목포대학교,환경공학과,없음,有,60.0,0,0,0
경영·기획·회계·사무,사무·총무·법무,"관리,사무,사무행정,일반사무,자재,총무,교육담당,노무,노사관리,인력관리,인사통합,인사총무,인사담당,호텔",정규직,"서울,전국,",수원대학교,행정학과,TOEIC,無,70.0,0,0,0
IT·게임,웹기획·웹마케팅·PM,"웹프로그래머,MySQL,php,APM,사이트운영,전산직",정규직,"부산,경남,서울",동의대학교,미디어학과,없음,有,60.0,0,2,60
재료·화학·섬유·의복,섬유·의복,"VMD,디스플레이,VM",정규직,"서울,서울,서울",동덕여자대학교,디자인학과,없음,有,70.0,14,6,5290
건설·기계·전기·전자,CAD·CAM,"금형설계,영업관리,기술영업,영업기획,기술영업,LCD영업","정규직, 해외취업","서울,경기,",한국산업기술대학교,기계공학과,없음,無,74.4131455399061,3,11,1425
건설·기계·전기·전자,전기·전자·제어,"전자,전기,고객관리,거래처관리,광학",정규직,"서울,경기,경기",동아대학교,전파학과,TOEIC,有,70.0,5,6,2005
경영·기획·회계·사무,사무·총무·법무,"4대보험,경영,경영지원,관리,급여,기획,복리후생,일반사무",정규직,"부산,서울,경남",동의대학교,통계학과,없음,無,70.0,10,10,3950
경영·기획·회계·사무,구매·자재사무,"영사기사,영사기사,문서관리,업무보조,OA,구매관리,구매,재고관리,발주,건설자재,자재,자재관리",정규직,"서울,서울,서울",한밭대학교,산업학과,없음,有,80.0,7,0,2555
디자인,의류·패션·잡화디자인,"해외영업, 생산관리,상품기획",정규직,"서울,서울,서울",한성대학교,디자인학과,없음,有,60.0,4,9,1730
IT·게임,서버·네트워크·보안,"네트워크,네트워크관리,네트워크구축,서버,시스코,CCNA,MCSE,OCP,SE,네트워크엔지니어,시스코,서버관리,NETWORK,MCSE,CCNA,네트워크,정보통신",정규직,"서울,싱가포르,부산",동아대학교,경영학과,없음,有,70.0,8,0,2920
경영·기획·회계·사무,무역·수출입·운송사무,"무역,일본무역,물류관리,물류,일본어,수출입관리,일본어,일본영업,화장품영업,면세점영업",정규직,"서울,부산,",동아대학교,독일학과,TOEIC,有,71.17144600366076,5,8,2065
경영·기획·회계·사무,인사·노무·교육·인재개발,"교육훈련,교육담당,교육개발","정규직, 계약직","서울,경기,해외",중앙대학교,무역학과,IELTS,無,80.0,3,2,1155
경영·기획·회계·사무,경영·기획·전략,"영업기획,거래처관리,고객관리,국내영업","정규직, 계약직, ","서울,인천,경기",수원대학교,경영학과,없음,無,60.0,4,0,1460
경영·기획·회계·사무,경영·기획·전략,"대기환경,수질환경,환경관리,기술영업,기술지원,R&D,연구",정규직,"서울,서울,경기",상지대학교,환경공학과,없음,有,70.47819971870605,6,2,2250
건설·기계·전기·전자,전기·전자·제어,"펌웨어,회로설계,PCB",정규직,"서울,경기,경기",세명대학교,전파학과,없음,有,70.0,4,8,1700
IT·게임,웹프로그래머,"웹프로그래머,Java,jsp,MySQL,Servlet,SQL,MFC,JAVA,VISUALC++,데이터베이스",정규직,"서울,서울,서울",용인대학교,컴퓨터공학과,없음,無,70.0,0,0,0
기타 직종,기타,"인사 , 회계 , 일반사무 , 무역 , 홈페이지 , 포토샵 , 드림위버",기타,"서울,서울,서울",성공회대학교,유통학과,TOEIC,有,70.0,0,0,0
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,해외마케팅,중국무역,무역,해외마케팅,중국어,해외영업,멀티미디어,전자,통신,중국무역,해외시장개척,해외사업,해외지사",정규직,"서울,경기,중국",연세대학교,천문학과,TOEIC,無,80.0,15,0,5475
경영·기획·회계·사무,무역·수출입·운송사무,"무역,무역사무,선적,수입,수출,수출입,중국무역,통관,출하",정규직,"경기,서울,경기",수원대학교,국어국문학과,HSK,有,90.0,6,3,2280
전문·교육·자격,호텔·숙박·여행,"관광,객실부,리조트,지배인,호텔",정규직,"전국,기타,기타",경기대학교,안경학과,없음,有,70.0,18,0,6570
경영·기획·회계·사무,경영·기획·전략,"경영지원,건설,영업기획,영업관리",정규직,"광주,전남,서울",광주대학교,경영학과,없음,無,80.0,5,8,2065
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,브랜딩,사업기획,사업제휴,업무제휴,CRM,CMO",정규직,"서울,,",중앙대학교,낙농학과,없음,有,80.0,7,3,2645
경영·기획·회계·사무,사무·총무·법무,"급여,사무,조직관리,마케팅기획,식품,식품가공,영양사",정규직,"강원,서울,경기",한림대학교,식품영양,없음,無,70.0,0,0,0
재료·화학·섬유·의복,제약·의약,"약사 , 개발 , 상품기획 , 제품기획 , 의약",기타,"서울,경기,",중앙대학교,약학과,없음,有,70.0,0,0,0
재료·화학·섬유·의복,화학·화공,화공,정규직,"부산,경기,서울",동아대학교,화학과,TOEIC,無,70.0,0,0,0
IT·게임,서버·네트워크·보안,"보안,DB,시스템,active directory,exchange",기타,"서울,해외,기타",수원대학교,전파학과,TOEIC,有,60.0,0,0,0
전문·교육·자격,금융·증권·투자,은행,정규직,"인천,서울,경기",인천대학교,경영학과,없음,無,71.3126843657817,25,8,9365
경영·기획·회계·사무,경영·기획·전략,",경영기획,기획,기획전략,신규사업기획,마케팅기획,영업기획,거래처관리,고객관리,의료기영업,경영,마케팅,경영지원,QA,운영",정규직,"서울,,",성균관대학교,경영학과,없음,無,70.0,1,2,425
경영·기획·회계·사무,사무·총무·법무,일반사무,기타,"서울,서울,서울",제주대학교,디자인학과,없음,無,73.5408560311284,0,0,0
경영·기획·회계·사무,마케팅·마케팅기획,"해외마케팅,거래처관리,영업관리,수출,바이어관리,바이어발굴,바이어상담,해외시장개척,해외영업",정규직,"충남,서울,해외",선문대학교,재료공학과,TOEIC,有,70.0,6,8,2430
재료·화학·섬유·의복,섬유·의복,영업/영업관리,정규직,"서울,,",성결대학교,경영학과,없음,有,70.0,12,3,4470
경영·기획·회계·사무,마케팅·마케팅기획,"사업제휴,사업기획,이벤트,프로모션,홍보,국제회의,프로모션대행,컨벤션,전시기획,에이전트,이벤트","정규직, 계약직","서울,경기,제주",성균관대학교,독일학과,없음,無,70.0,24,0,8760
경영·기획·회계·사무,마케팅·마케팅기획,"해외영업,바이어발굴,섬유,식품,캐주얼,스포츠웨어,바이어관리,해외마케팅",정규직,"서울,서울,해외",동의대학교,무역학과,TOEIC,有,80.0,6,7,2400
IT·게임,"응용프로그래머(Unix,Linux,Java)","MFC,C,JAVA,ActiveX,C++,VISUALC++,COM,.NET,VC,C,JAVA",정규직,"서울,,",인천대학교,컴퓨터공학과,없음,無,80.0,6,0,2190
재료·화학·섬유·의복,섬유·의복,상품 기획 MD,정규직,"경기,,",세종대학교,영문학과,없음,有,60.0,0,0,0
경영·기획·회계·사무,구매·자재사무,"구매자재,자재,자재관리,외주관리,자재입출고,자재통합,재고관리,창고관리,발주,물류,구매,구매관리,상품입출고,SCM",정규직,"서울,인천,경기",성균관대학교,컴퓨터공학과,없음,無,60.0,3,3,1185
전문·교육·자격,금융·증권·투자,"채권관리,영업관리",기타,"서울,경기,인천",동의대학교,경영학과,없음,無,80.0,0,0,0
디자인,의류·패션·잡화디자인,"거래선개발,거래처관리,영업기획",정규직,"서울,서울,서울",성균관대학교,체육학과,없음,有,60.0,10,8,3890
경영·기획·회계·사무,마케팅·마케팅기획,"해외마케팅,마케팅기획,구매,중국무역,중국어,해외영업,거래처관리",정규직,"서울,경기,경기",성균관대학교,경영학과,없음,無,70.0,7,9,2825
경영·기획·회계·사무,경영·기획·전략,"결산,내부감사,경영지원,세무,원가",정규직,"서울,경기,경기",수원대학교,회계학과,없음,有,80.0,13,2,4805
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅기획,해외마케팅,무역실무,무역영어,중국무역,수출,석유화학,바이어발굴,상담,중국어,해외사업,해외구매",정규직,"서울,경기,해외",성균관대학교,중문학과,없음,無,80.0,6,7,2400
경영·기획·회계·사무,광고·홍보,"홍보,교직원,교육상담",정규직,"서울,해외,",성결대학교,일본학과,없음,無,70.0,3,0,1095
재료·화학·섬유·의복,금속·금형·요업·재료·열처리,"금속,금속가공,재료",정규직,"인천,서울,전국",인천대학교,소재학과,TOEIC,有,70.0,4,8,1700
경영·기획·회계·사무,재무·IR·자금·감사,외환,정규직,"서울,,",중앙대학교,경영학과,TOEIC,有,70.0,6,9,2460
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,언론홍보,홍보,PR,이벤트,프로모션,광고관리",정규직,"서울,,",동덕여자대학교,경제학과,없음,無,70.0,3,4,1215
건설·기계·전기·전자,전기·전자·제어,"전자공학,PCB,회로설계,전자회로,전자통신","정규직, 해외취업","서울,부산,경기",동아대학교,전기학과,없음,無,71.17144600366076,9,0,3285
경영·기획·회계·사무,경리·회계,"재무,회계,원가,전산회계,더존,세무회계,자금,세무,결산,관리,부가세신고,결산",정규직,"서울,경기,경기",협성대학교,회계학과,없음,有,60.0,5,6,2005
건설·기계·전기·전자,CAD·CAM,생산관리,기타,"충남,대전,충북",한밭대학교,기계공학과,없음,有,70.0,0,0,0
건설·기계·전기·전자,반도체·디스플레이·광학,"디스플레이,LCD,반도체",정규직,"서울,경기,충남",성균관대학교,경영학과,TOEIC,無,70.0,4,0,1460
경영·기획·회계·사무,생산관리·품질관리·품질보증,"SO,품질보증,품질관리",기타,"인천,서울,경기",인천대학교,산업학과,없음,無,80.0,0,0,0
IT·게임,시스템프로그래머,"데이터베이스,시스템프로그래머,ERP",정규직,"서울,서울,서울",상지대학교,컴퓨터공학과,없음,有,70.0,2,4,850
재료·화학·섬유·의복,섬유·의복,매장영업관리,정규직,"서울,경기,인천",세종대학교,지구과학과,없음,無,60.0,0,0,0
건설·기계·전기·전자,기계·기계설계·기계설비,"기계공학,CAD,기계설계,기술영업,R&D,기술개발,메카트로닉스","정규직, 계약직, 해외취업, ","중국,인천,기타",중앙대학교,기계공학과,없음,無,60.0,20,3,7390
영업·판매·TM,해외영업,"무역사무,바이어관리,바이어발굴,수출입,일본무역,일본영업,해외시장개척",정규직,"경남,부산,",경주대학교,일본학과,JLPT,有,75.1470588235294,5,0,1825
영업·판매·TM,영업·영업기획,"쇼핑몰,MD,CM",정규직,"서울,경기,경기",광주대학교,컴퓨터공학과,없음,有,60.0,2,0,730
경영·기획·회계·사무,경영·기획·전략,"경영,경영관리,영업관리,영업기획,영업지원,영업기획,법인영업,제약영업,웹광고기획,웹서비스기획","정규직, 계약직, 인턴","서울,서울,서울",한성대학교,정보학과,TOEIC,有,60.0,1,0,365
경영·기획·회계·사무,사무·총무·법무,"OA,마케팅,온라인마케팅,브랜딩",정규직,"서울,서울,서울",서울신학대학교,사회학과,없음,無,80.0,0,0,0
영업·판매·TM,보험영업,SalesManager,정규직,"서울,경기,대전",성균관대학교,법학과,TOEIC,有,70.0,3,3,1185
건설·기계·전기·전자,전기·전자·제어,"펌웨어,장비제어,제어계측,PLC,디스플레이,마이크로프로세서,반도체,반도체장비","정규직, 계약직, 인턴","경기,서울,경기",한밭대학교,전파학과,기타,有,90.0,2,6,910
건설·기계·전기·전자,전기·전자·제어,"펌웨어,장비제어,제어계측,PLC,디스플레이,마이크로프로세서,반도체,반도체장비","정규직, 계약직, 인턴","서울,경기,경기",한밭대학교,전파학과,기타,有,90.0,0,0,0
경영·기획·회계·사무,마케팅·마케팅기획,없음,정규직,"서울,경기,",성결대학교,영문학과,TOEIC,有,70.0,8,5,3070
영업·판매·TM,영업·영업기획,"영업지원,영업기획,거래처관리,법인영업,식품영업,유통영업",정규직,"서울,경기,",인천대학교,경제학과,없음,有,70.0,5,10,2125
재료·화학·섬유·의복,섬유·의복,"텍스타일,그래픽디자인,포토샵,일러스트,의류,의복,잡화,캐주얼,섬유",정규직,"서울,해외,기타",성균관대학교,디자인학과,없음,有,70.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"경영관리,기획조사,기획전략,경영지원,구매,관리,총무,거래선개발,영업기획",정규직,"경기,서울,",성균관대학교,교육학과,없음,有,71.03946637020567,11,0,4015
경영·기획·회계·사무,경영·기획·전략,"경영지원,관리,복리후생,4대보험",정규직,"서울,경기,경기",한성대학교,영문학과,TOEIC,有,70.0,0,0,0
전문·교육·자격,교육·교사·교수·강사,",사무직",정규직,"서울,서울,서울",서원대학교,영문학과,없음,無,80.0,12,0,4380
건설·기계·전기·전자,전기·전자·제어,",전자,전자공학,전자회로,전장설계,통신,반도체,시스템프로그래머,디스플레이,회로설계,마이크로프로세서,발광다이오드,회로설계,네트워크,네트워크관리,네트워크구축,방화벽,정보검색,정보설계,전기",정규직,"인천,서울,경기",인천대학교,전파학과,TOEIC,無,70.0,0,1,30
경영·기획·회계·사무,생산관리·품질관리·품질보증,"생산관리,생산기술,품질관리,품질보증,디스플레이,반도체,반도체생산,발광다이오드,LCD,LED,PDP,금속,기술영업",정규직,"전국,,",선문대학교,기계공학과,없음,有,60.0,1,0,365
경영·기획·회계·사무,생산관리·품질관리·품질보증,생산관리,정규직,"인천,서울,경기",수원대학교,재료공학과,없음,有,60.0,0,0,0
경영·기획·회계·사무,생산관리·품질관리·품질보증,"생산관리,디스플레이,반도체,LED",정규직,"인천,기타,",인천대학교,소재학과,TOEIC,有,70.0,0,0,0
재료·화학·섬유·의복,화학·화공,"석유화학,에너지,정유,화공,화학,위험물관리,안전,안전관리",정규직,"경기,서울,경기",수원대학교,생물학과,TOEIC,有,60.0,0,0,0
경영·기획·회계·사무,인사·노무·교육·인재개발,"인사,인사관리,인사기획,인사노무,인사담당,인재,HR,인재교육,조직관리,교육행정,교직원,수강생관리,어학연수,관광,카지노딜러,호텔,호텔리어,외식,객실부,여권발급",정규직,"서울,서울,서울",세종대학교,일본학과,TOEIC,有,80.0,0,0,0
경영·기획·회계·사무,인사·노무·교육·인재개발,"인사,인사관리,인사기획,인사노무,인사담당,인재,HR,인재교육,조직관리,교육행정,교직원,수강생관리,어학연수,관광,카지노딜러,호텔,호텔리어,외식,객실부,여권발급",정규직,"서울,서울,서울",세종대학교,일본학과,TOEIC,有,80.0,0,0,0
경영·기획·회계·사무,생산관리·품질관리·품질보증,"거래처관리,매장관리,금융영업,고객관리,거래처관리,영업관리,법인영업",정규직,"부산,서울,경남",동서대학교,전파학과,없음,有,70.0,2,2,790
전문·교육·자격,기타 전문·교육·자격,편집,정규직,"서울,,",중앙대학교,국어국문학과,없음,無,70.0,6,0,2190
경영·기획·회계·사무,사무·총무·법무,"단순노무,사무행정,사무,총무,자재",정규직,"대전,충남,충북",한밭대학교,경영학과,없음,有,80.0,12,0,4380
경영·기획·회계·사무,무역·수출입·운송사무,"무역,무역사무,무역실무,무역영어,수출입",정규직,"서울,서울,서울",동덕여자대학교,경영학과,없음,有,80.0,2,8,970
IT·게임,웹기획·웹마케팅·PM,"PM,프로젝트매니저,웹프로그래머,EJB,Java,jsp,MySQL,SQL,xml,모델링,ERP,IT컨설팅,전산,전산기획,전산직",정규직,"대전,충북,서울",한밭대학교,경영학과,없음,無,60.0,6,1,2220
경영·기획·회계·사무,경영·기획·전략,",경영기획,기획전략,조직,상품기획,관리,관리,기획,경영지원,물류기획,물류관리,영업기획,영업기획",정규직,"부산,경남,기타",동서대학교,신학과,없음,無,70.0,7,0,2555
경영·기획·회계·사무,인사·노무·교육·인재개발,"인사,인사관리,인사기획,인사노무,인사담당,인재,HR,인재교육,조직관리,교육행정,교직원,수강생관리,어학연수,관광,카지노딜러,호텔,호텔리어,외식,객실부,여권발급",정규직,"서울,서울,서울",세종대학교,일본학과,TOEIC,有,80.0,0,0,0
건설·기계·전기·전자,건설·토목·건축설비,"건축,건축시공,공무","정규직, 계약직","전국,전국,전국",호남대학교,건설학과,없음,有,70.0,14,10,5410
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,사업기획,패션마케팅,언론홍보,PR,브랜딩,브랜딩,홍보대행,온라인마케팅,CMO",정규직,"서울,경기,경기",광주대학교,광고홍보학과,없음,有,70.0,1,9,635
경영·기획·회계·사무,경영·기획·전략,"신규사업기획,사업제휴,경영,바이어,마케팅,패션마케팅,유통,유통영업,MD,무역",정규직,"서울,경기,해외",한성대학교,정보학과,없음,有,60.0,5,9,2095
건설·기계·전기·전자,기계·기계설계·기계설비,"기계,기계공학,기계설계,기계설비,자동화설비,반도체장비,LCD,기구설계,AutoCad,R&D,기술개발",정규직,"경기,경기,경기",전주대학교,기계공학과,TOEIC,有,70.0,4,9,1730
건설·기계·전기·전자,전기·전자·제어,전자,정규직,"경기,울산,",동아대학교,전파학과,없음,無,90.0,0,0,0
경영·기획·회계·사무,마케팅·마케팅기획,"패션마케팅,해외마케팅,아트디렉터,남성복,섬유,스포츠웨어,의류,의복,캐주얼,코디네이터,의류판매,매장관리,샵마스터,남성복디자인,디스플레이,섬유디자인,여성복디자인,패션디자인,VMD","정규직, 해외취업","서울,해외,",이화여자대학교,디자인학과,없음,無,50.0,2,0,730
기타 직종,기타,서비스직,기타,"서울,경기,광주",광주대학교,가정관리학과,없음,無,60.0,0,0,0
경영·기획·회계·사무,인사·노무·교육·인재개발,인사,정규직,"서울,,",중앙대학교,경영학과,없음,無,80.0,5,0,1825
경영·기획·회계·사무,사무·총무·법무,"관리,사무,일반사무,워드,엑셀,경리,무역,사무보조,사무,일반사무,유통,워드,엑셀,파워포인트,문서관리,사무보조,문서작성,물류관리,전산직,문서작성","정규직, 계약직","부산,부산,부산",동의대학교,경영학과,없음,無,80.0,1,2,425
영업·판매·TM,영업관리·영업지원,대리점 및 백화점 관리,기타,"서울,경기,",성균관대학교,유학,없음,無,60.0,0,0,0
경영·기획·회계·사무,인사·노무·교육·인재개발,"인력개발,인력관리,채용,인재개발,마케팅",정규직,"서울,,",성신여자대학교,영문학과,없음,無,80.0,3,0,1095
경영·기획·회계·사무,마케팅·마케팅기획,"해외마케팅,CRM,바이어관리,바이어발굴,바이어상담,해외구매,해외시장개척,해외영업,해외지사,거래처관리,고객관리,거래선개발,스페인어,번역,통역","정규직, 해외취업, ","해외,경기,기타",중앙대학교,역사학과,DELE,有,60.0,23,3,8485
건설·기계·전기·전자,기계·기계설계·기계설비,"기계,기계공학,기계설비",정규직,"대전,,강원",동아대학교,기계공학과,없음,有,70.0,8,8,3160
IT·게임,웹마스터,"시스템분석,시스템설계,시스템운영,SM,웹마스터,시스템프로그래머,모델링,ERP,IT컨설팅,데이터베이스,전산기획,전산직,문서작성,전산,전산편집,OA,홈페이지관리",정규직,"서울,경기,대전",호남대학교,신학과,없음,有,70.0,8,4,3040
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획",정규직,"서울,인천,제주",성공회대학교,경제학과,TOEIC,有,70.0,1,7,575
건설·기계·전기·전자,CAD·CAM,"AutoCad,CAD,기술영업,기술지원",정규직,"인천,경기,서울",군산대학교,제어학과,없음,無,70.0,9,2,3345
경영·기획·회계·사무,인사·노무·교육·인재개발,"교육기획,인사,기업교육,인재개발,HRD,HRM,HR,인사기획,인력개발",정규직,"서울,,",중앙대학교,영문학과,없음,有,80.0,7,2,2615
경영·기획·회계·사무,인사·노무·교육·인재개발,인사,기타,"인천,서울,부산",세종대학교,안경학과,없음,無,80.0,0,0,0
재료·화학·섬유·의복,섬유·의복,아웃도어MD,정규직,"서울,경기,기타",세종대학교,디자인학과,없음,有,80.0,2,3,820
경영·기획·회계·사무,생산관리·품질관리·품질보증,"생산관리,생산직,전자,전자통신,디스플레이,반도체","정규직, 계약직, 인턴","경기,경기,서울",선문대학교,전파학과,없음,有,50.0,0,0,0
영업·판매·TM,영업·영업기획,"거래처관리,영업관리,영업기획,유통영업",정규직,"서울,경기,인천",상지대학교,기타,없음,有,110.0,16,4,5960
전문·교육·자격,법률·법무·특허·상표,법률,정규직,"서울,서울,서울",연세대학교,법학과,TOEIC,無,80.0,6,0,2190
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,브랜딩,거래선개발,거래처관리,영업기획,매출관리,쇼핑몰,식품영업,유통영업,영업지원","정규직, 계약직","서울,서울,서울",상지대학교,무역학과,없음,無,80.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"경영관리,사업기획,4대보험,결산,급여,문서작성,사무행정,일반사무,자재,재무,총무,노무관리,인력개발,인사관리,재무,구매,구매관리,자재관리,임금관리,사무","정규직, 계약직","대전,충남,기타",한밭대학교,경제학과,없음,有,70.0,1,0,365
건설·기계·전기·전자,CAD·CAM,UGCATIA자동차부품설계,정규직,"충남,전북,전국",군산대학교,신학과,없음,無,70.0,4,0,1460
영업·판매·TM,영업관리·영업지원,"InsideSales,영어,실적관리,Order",정규직,"서울,경기,경기",서울여자대학교,영문학과,없음,有,80.0,12,0,4380
경영·기획·회계·사무,경영·기획·전략,"경영관리,경영기획,경영전략,경영지원,전략기획,조직관리,재무,자금,펀드매니저,저축은행",정규직,"서울,,",연세대학교,법학과,없음,有,60.0,10,3,3740
건설·기계·전기·전자,기계·기계설계·기계설비,"전기,전기공사,디스플레이,반도체,반도체생산",정규직,"전북,경기,충남",군산대학교,전기학과,TOEIC,有,80.0,2,7,940
영업·판매·TM,기술영업,"기술지원,기술영업,서버,서버관리,네트워크,네트워크관리,Linux,Unix,솔라리스,IT기술지원,네트워크구축,방화벽,시스템영업",정규직,"서울,,",세명대학교,신학과,없음,有,80.0,10,0,3650
경영·기획·회계·사무,사무·총무·법무,"지원,경영,사무,사무행정","정규직, 인턴","서울,,",인천대학교,일본학과,JLPT,有,80.0,0,3,90
경영·기획·회계·사무,경영·기획·전략,"경영,경영관리,경영기획,바이어관리,무역,수출입관리,중국어,중국무역,해외사업,해외시장개척,해외영업",정규직,"중국,서울,인천",세명대학교,안경학과,없음,無,90.0,1,8,605
건설·기계·전기·전자,전기·전자·제어,"전기공사,전기설비,전장설계,제어계측,전기설계",정규직,"전북,서울,전북",군산대학교,전기학과,없음,有,80.0,0,10,300
기타 직종,기타,"상담 , 안내",기타,"서울,서울,서울",광주대학교,문예창작과,없음,無,70.0,0,0,0
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,광고,광고대행,홍보",정규직,"서울,,",성균관대학교,경영학과,없음,無,80.0,20,0,7300
경영·기획·회계·사무,경영·기획·전략,"영어,회계,경리,외국계,회계,사무,경력,인턴,MS",정규직,"부산,경남,",동아대학교,경제학과,TOEIC,有,80.0,1,2,425
경영·기획·회계·사무,재무·IR·자금·감사,"CFO,재무,세무,자금,결산,자금조달,외환,감사,AICPA",정규직,"서울,경기,해외",연세대학교,경영학과,TOEIC,有,70.0,13,4,4865
디자인,의류·패션·잡화디자인,"영업기획,거래처관리,국내영업,매장관리",정규직,"서울,서울,경기",한성대학교,행정학과,없음,無,80.0,5,7,2035
경영·기획·회계·사무,사무·총무·법무,"4대보험,문서작성,사무,엑셀,워드,일반사무,파워포인트,OA,관리,문서수발,사무행정,마케팅,마케팅기획,엑셀,워드,한글,파워포인트,Office,OA,문서관리",정규직,"부산,서울,경남",동아대학교,국어국문학과,TOEIC,有,70.0,3,3,1185
경영·기획·회계·사무,경영·기획·전략,"경영기획,경영지원,기획,사업기획,경영관리,경영분석,경영전략,전략기획,조직관리,경영컨설팅,경영,CFO,경영혁신,기업분석",정규직,"서울,경기,부산",경기대학교,회계학과,TOEIC,無,80.0,15,5,5625
경영·기획·회계·사무,경영·기획·전략,"마케팅기획,해외마케팅,경영분석,경영,기획,내부감사",정규직,"서울,경기,중국",이화여자대학교,중문학과,HSK,有,68.31265508684864,4,4,1580
경영·기획·회계·사무,마케팅·마케팅기획,홍보마케팅언론홍보PR,정규직,"서울,,",이화여자대학교,통계학과,없음,無,70.0,14,6,5290
IT·게임,웹기획·웹마케팅·PM,"QA,SQA,품질관리,품질개선,프로젝트관리,프로세스개선,SI,포털,SW테스트,SW품질",정규직,"서울,경기,",수원대학교,컴퓨터공학과,없음,有,80.0,5,11,2155
IT·게임,전산사무·전산관리,열심히 하겠습니다. 후회하시지 않을것입니다.,기타,"서울,인천,경기",수원대학교,컴퓨터공학과,없음,有,90.0,0,0,0
경영·기획·회계·사무,무역·수출입·운송사무,"무역,선적,수출입,외자구매,포워딩,해운,바이어관리,무역영어,무역사무,바이어관리,바이어상담,수출입,수출입관리,해외영업,해외시장개척,포워딩,통관,해외마케팅,호텔리어,영어",정규직,"부산,부산,경남",동서대학교,무역학과,TOEIC,有,80.0,3,6,1275
디자인,의류·패션·잡화디자인,"고객관리,영업기획,거래처관리","정규직, 계약직","경기,서울,",협성대학교,지역학과,없음,有,80.0,3,6,1275
경영·기획·회계·사무,경리·회계,회계.재무.경리,기타,"서울,서울,서울",중앙대학교,회계학과,없음,無,60.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"총무,경영지원,경영,재무",정규직,"서울,경기,",세명대학교,컴퓨터공학과,없음,有,80.0,6,2,2250
영업·판매·TM,영업·영업기획,"유통영업,할인점",정규직,"부산,울산,",동아대학교,사회학과,없음,無,70.0,4,1,1490
재료·화학·섬유·의복,섬유·의복,"생산관리,상품기획","정규직, 인턴","서울,전국,전국",호원대학교,디자인학과,없음,有,70.0,4,0,1460
경영·기획·회계·사무,경영·기획·전략,"패션MD,상품기획,의류,거래처관리,영업기획,매출관리",정규직,"서울,,",세명대학교,일본학과,없음,有,50.0,2,1,760
경영·기획·회계·사무,경영·기획·전략,"경영,경영관리",정규직,"서울,경기,대전",상지대학교,법학과,없음,無,50.0,0,0,0
IT·게임,웹프로그래머,"웹프로그래머,AJAX,asp,Java,Servlet,xml,전산기획,전산직,전산,저축은행,벤처캐피탈",정규직,"서울,,",세명대학교,컴퓨터공학과,없음,無,72.03703703703704,8,0,2920
재료·화학·섬유·의복,섬유·의복,",남성복,니트,데님,봉제,섬유,스포츠웨어,아동복,악세사리,우븐,의류,의복,캐주얼,무역,바이어관리,바이어상담,일본무역,일본어,일본영업,수출",정규직,"서울,일본,",중앙대학교,일본학과,JLPT,有,80.0,3,10,1395
